Season,Episode,Topic,Label,Confidence,Topic Words
3,18,0,Friendship,0.081211045,"['yknow', 'youre', 'im', 'gon', 'get', 'na', 'well', 'right', 'want', 'go']"
3,18,0,Fight,0.069286056,"['yknow', 'youre', 'im', 'gon', 'get', 'na', 'well', 'right', 'want', 'go']"
3,18,1,Gossip,0.067947455,"['yeah', 'oh', 'okay', 'dont', 'maybe', 'know', 'its', 'like', 'happened', 'god']"
3,18,1,Museum,0.063513458,"['yeah', 'oh', 'okay', 'dont', 'maybe', 'know', 'its', 'like', 'happened', 'god']"
3,18,1,Breakup,0.060593199,"['yeah', 'oh', 'okay', 'dont', 'maybe', 'know', 'its', 'like', 'happened', 'god']"
3,18,1,Sofa,0.056725357,"['yeah', 'oh', 'okay', 'dont', 'maybe', 'know', 'its', 'like', 'happened', 'god']"
3,18,2,Acting,0.33179608,"['hi', 'hey', 'entering', 'meet', 'carrying', 'knew', 'howhow', 'briefcase', 'ya', 'working']"
3,18,2,Friendship,0.114247121,"['hi', 'hey', 'entering', 'meet', 'carrying', 'knew', 'howhow', 'briefcase', 'ya', 'working']"
3,18,2,Roommates,0.06575042,"['hi', 'hey', 'entering', 'meet', 'carrying', 'knew', 'howhow', 'briefcase', 'ya', 'working']"
3,18,2,Job,0.040408175,"['hi', 'hey', 'entering', 'meet', 'carrying', 'knew', 'howhow', 'briefcase', 'ya', 'working']"
3,19,0,Museum,0.06513498,"['yeah', 'okay', 'yes', 'oh', 'yep', 'know', 'sure', 'sorry', 'great', 'wasnt']"
3,19,0,Child,0.064815752,"['yeah', 'okay', 'yes', 'oh', 'yep', 'know', 'sure', 'sorry', 'great', 'wasnt']"
3,19,0,Breakup,0.064613231,"['yeah', 'okay', 'yes', 'oh', 'yep', 'know', 'sure', 'sorry', 'great', 'wasnt']"
3,19,0,Sofa,0.061963033,"['yeah', 'okay', 'yes', 'oh', 'yep', 'know', 'sure', 'sorry', 'great', 'wasnt']"
3,19,1,Roommates,0.28829971,"['ross', 'im', 'yknow', 'chandler', 'joey', 'door', 'back', 'going', 'monica', 'mean']"
3,19,1,Fight,0.19117339,"['ross', 'im', 'yknow', 'chandler', 'joey', 'door', 'back', 'going', 'monica', 'mean']"
3,19,1,Child,0.136440322,"['ross', 'im', 'yknow', 'chandler', 'joey', 'door', 'back', 'going', 'monica', 'mean']"
3,19,1,Gossip,0.045962531,"['ross', 'im', 'yknow', 'chandler', 'joey', 'door', 'back', 'going', 'monica', 'mean']"
3,19,2,Gossip,0.141921118,"['na', 'gon', 'kiss', 'im', 'its', 'well', 'dont', 'guy', 'look', 'tell']"
3,19,2,Romance,0.116401769,"['na', 'gon', 'kiss', 'im', 'its', 'well', 'dont', 'guy', 'look', 'tell']"
3,19,2,Child,0.075541921,"['na', 'gon', 'kiss', 'im', 'its', 'well', 'dont', 'guy', 'look', 'tell']"
3,19,2,Sex,0.067409709,"['na', 'gon', 'kiss', 'im', 'its', 'well', 'dont', 'guy', 'look', 'tell']"
3,19,3,Breakup,0.173598602,"['something', 'stop', 'see', 'look', 'go', 'stopped', 'wanted', 'later', 'hurt', 'break']"
3,19,3,Acting,0.164550424,"['something', 'stop', 'see', 'look', 'go', 'stopped', 'wanted', 'later', 'hurt', 'break']"
3,19,3,Child,0.065478921,"['something', 'stop', 'see', 'look', 'go', 'stopped', 'wanted', 'later', 'hurt', 'break']"
3,19,3,TV,0.048859168,"['something', 'stop', 'see', 'look', 'go', 'stopped', 'wanted', 'later', 'hurt', 'break']"
3,19,4,Roommates,0.176117271,"['hi', 'hey', 'hello', 'entering', 'live', 'shoppin', 'week', 'rach', 'lets', 'three']"
3,19,4,Clothes,0.117556714,"['hi', 'hey', 'hello', 'entering', 'live', 'shoppin', 'week', 'rach', 'lets', 'three']"
3,19,4,Child,0.056745335,"['hi', 'hey', 'hello', 'entering', 'live', 'shoppin', 'week', 'rach', 'lets', 'three']"
3,19,4,Friendship,0.05188448,"['hi', 'hey', 'hello', 'entering', 'live', 'shoppin', 'week', 'rach', 'lets', 'three']"
3,20,0,Acting,0.106048599,"['care', 'dont', 'maybe', 'okay', 'im', 'going', 'could', 'sorry', 'want', 'take']"
3,20,0,Child,0.098943748,"['care', 'dont', 'maybe', 'okay', 'im', 'going', 'could', 'sorry', 'want', 'take']"
3,20,0,Breakup,0.065836288,"['care', 'dont', 'maybe', 'okay', 'im', 'going', 'could', 'sorry', 'want', 'take']"
3,20,0,Fight,0.048949521,"['care', 'dont', 'maybe', 'okay', 'im', 'going', 'could', 'sorry', 'want', 'take']"
3,20,1,Dinosaur,0.60449028,"['house', 'dollhouse', 'dinosaur', 'dog', 'look', 'okay', 'ghost', 'slide', 'tissue', 'roof']"
3,20,1,Child,0.186417565,"['house', 'dollhouse', 'dinosaur', 'dog', 'look', 'okay', 'ghost', 'slide', 'tissue', 'roof']"
3,20,1,Birth,0.025998902,"['house', 'dollhouse', 'dinosaur', 'dog', 'look', 'okay', 'ghost', 'slide', 'tissue', 'roof']"
3,20,1,Acting,0.020076733,"['house', 'dollhouse', 'dinosaur', 'dog', 'look', 'okay', 'ghost', 'slide', 'tissue', 'roof']"
3,20,2,Child,0.06985344,"['yeah', 'yes', 'uh', 'right', 'absolutely', 'noo', 'mon', 'mind', 'ookay', 'uhhuh']"
3,20,2,Museum,0.063271202,"['yeah', 'yes', 'uh', 'right', 'absolutely', 'noo', 'mon', 'mind', 'ookay', 'uhhuh']"
3,20,2,Sofa,0.054604262,"['yeah', 'yes', 'uh', 'right', 'absolutely', 'noo', 'mon', 'mind', 'ookay', 'uhhuh']"
3,20,2,Fight,0.050266962,"['yeah', 'yes', 'uh', 'right', 'absolutely', 'noo', 'mon', 'mind', 'ookay', 'uhhuh']"
3,20,3,Child,0.248272017,"['chandler', 'rachel', 'im', 'joanna', 'sorry', 'oh', 'great', 'its', 'said', 'shes']"
3,20,3,Roommates,0.13628152,"['chandler', 'rachel', 'im', 'joanna', 'sorry', 'oh', 'great', 'its', 'said', 'shes']"
3,20,3,Romance,0.0560796,"['chandler', 'rachel', 'im', 'joanna', 'sorry', 'oh', 'great', 'its', 'said', 'shes']"
3,20,3,Fight,0.046378136,"['chandler', 'rachel', 'im', 'joanna', 'sorry', 'oh', 'great', 'its', 'said', 'shes']"
3,20,4,Acting,0.184130371,"['call', 'going', 'called', 'hes', 'hasnt', 'said', 'think', 'didnt', 'cant', 'well']"
3,20,4,Gossip,0.069204219,"['call', 'going', 'called', 'hes', 'hasnt', 'said', 'think', 'didnt', 'cant', 'well']"
3,20,4,Child,0.053998634,"['call', 'going', 'called', 'hes', 'hasnt', 'said', 'think', 'didnt', 'cant', 'well']"
3,20,4,Breakup,0.050285351,"['call', 'going', 'called', 'hes', 'hasnt', 'said', 'think', 'didnt', 'cant', 'well']"
3,20,5,Acting,0.512983203,"['kate', 'ah', 'thing', 'actress', 'talking', 'lauren', 'mean', 'wait', 'joey', 'take']"
3,20,5,TV,0.068351924,"['kate', 'ah', 'thing', 'actress', 'talking', 'lauren', 'mean', 'wait', 'joey', 'take']"
3,20,5,Romance,0.045463394,"['kate', 'ah', 'thing', 'actress', 'talking', 'lauren', 'mean', 'wait', 'joey', 'take']"
3,20,5,Gossip,0.03737127,"['kate', 'ah', 'thing', 'actress', 'talking', 'lauren', 'mean', 'wait', 'joey', 'take']"
3,21,0,Child,0.190878689,"['okay', 'oh', 'im', 'go', 'chick', 'its', 'youre', 'thing', 'see', 'gon']"
3,21,0,Gossip,0.057086684,"['okay', 'oh', 'im', 'go', 'chick', 'its', 'youre', 'thing', 'see', 'gon']"
3,21,0,Acting,0.050287027,"['okay', 'oh', 'im', 'go', 'chick', 'its', 'youre', 'thing', 'see', 'gon']"
3,21,0,Roommates,0.048992146,"['okay', 'oh', 'im', 'go', 'chick', 'its', 'youre', 'thing', 'see', 'gon']"
3,21,1,Child,0.512642801,"['ross', 'rachel', 'monica', 'chandler', 'joey', 'would', 'like', 'roll', 'okay', 'im']"
3,21,1,Roommates,0.08427421,"['ross', 'rachel', 'monica', 'chandler', 'joey', 'would', 'like', 'roll', 'okay', 'im']"
3,21,1,Romance,0.080673009,"['ross', 'rachel', 'monica', 'chandler', 'joey', 'would', 'like', 'roll', 'okay', 'im']"
3,21,1,Food,0.051824212,"['ross', 'rachel', 'monica', 'chandler', 'joey', 'would', 'like', 'roll', 'okay', 'im']"
3,21,2,Child,0.104127884,"['yowzah', 'noo', 'believe', 'look', 'like', '', '', '', '', '']"
3,21,2,Sofa,0.060978465,"['yowzah', 'noo', 'believe', 'look', 'like', '', '', '', '', '']"
3,21,2,Gossip,0.052119158,"['yowzah', 'noo', 'believe', 'look', 'like', '', '', '', '', '']"
3,21,2,Clothes,0.047254577,"['yowzah', 'noo', 'believe', 'look', 'like', '', '', '', '', '']"
3,21,3,Fight,0.225415215,"['hey', 'entering', 'goatee', 'guess', 'hows', 'bow', 'sporting', 'poking', 'satan', 'wearing']"
3,21,3,Gossip,0.195160627,"['hey', 'entering', 'goatee', 'guess', 'hows', 'bow', 'sporting', 'poking', 'satan', 'wearing']"
3,21,3,Acting,0.085564934,"['hey', 'entering', 'goatee', 'guess', 'hows', 'bow', 'sporting', 'poking', 'satan', 'wearing']"
3,21,3,Death,0.06124239,"['hey', 'entering', 'goatee', 'guess', 'hows', 'bow', 'sporting', 'poking', 'satan', 'wearing']"
3,22,0,Child,0.087560907,"['think', 'stay', 'ii', 'mean', 'fine', 'didnt', 'dont', 'were', 'may', 'got']"
3,22,0,Acting,0.079680018,"['think', 'stay', 'ii', 'mean', 'fine', 'didnt', 'dont', 'were', 'may', 'got']"
3,22,0,Gossip,0.052606344,"['think', 'stay', 'ii', 'mean', 'fine', 'didnt', 'dont', 'were', 'may', 'got']"
3,22,0,Roommates,0.049949281,"['think', 'stay', 'ii', 'mean', 'fine', 'didnt', 'dont', 'were', 'may', 'got']"
3,22,1,Child,0.076314457,"['yeah', 'thanks', 'course', 'yes', 'know', 'hahaha', 'part', 'em', 'yay', 'uhhuh']"
3,22,1,Friendship,0.06977272,"['yeah', 'thanks', 'course', 'yes', 'know', 'hahaha', 'part', 'em', 'yay', 'uhhuh']"
3,22,1,Museum,0.052549727,"['yeah', 'thanks', 'course', 'yes', 'know', 'hahaha', 'part', 'em', 'yay', 'uhhuh']"
3,22,1,Romance,0.050952192,"['yeah', 'thanks', 'course', 'yes', 'know', 'hahaha', 'part', 'em', 'yay', 'uhhuh']"
3,22,2,Acting,0.264015287,"['joey', 'phoebe', 'rachel', 'monica', 'chandler', 'im', 'play', 'screamed', 'jealous', 'window']"
3,22,2,Job,0.175262526,"['joey', 'phoebe', 'rachel', 'monica', 'chandler', 'im', 'play', 'screamed', 'jealous', 'window']"
3,22,2,Child,0.123478428,"['joey', 'phoebe', 'rachel', 'monica', 'chandler', 'im', 'play', 'screamed', 'jealous', 'window']"
3,22,2,Romance,0.087756857,"['joey', 'phoebe', 'rachel', 'monica', 'chandler', 'im', 'play', 'screamed', 'jealous', 'window']"
3,22,3,Coffee,0.556048334,"['ross', 'tommy', 'coffee', 'almost', 'cup', 'whats', 'idiot', 'hot', 'dont', 'huh']"
3,22,3,Food,0.156696066,"['ross', 'tommy', 'coffee', 'almost', 'cup', 'whats', 'idiot', 'hot', 'dont', 'huh']"
3,22,3,Roommates,0.036852811,"['ross', 'tommy', 'coffee', 'almost', 'cup', 'whats', 'idiot', 'hot', 'dont', 'huh']"
3,22,3,Gossip,0.028625766,"['ross', 'tommy', 'coffee', 'almost', 'cup', 'whats', 'idiot', 'hot', 'dont', 'huh']"
3,22,4,Acting,0.120165281,"['hey', 'hi', 'oh', 'whoa', 'minute', 'wait', 'entering', 'howd', 'sarcastic', 'triumphantly']"
3,22,4,Child,0.074014343,"['hey', 'hi', 'oh', 'whoa', 'minute', 'wait', 'entering', 'howd', 'sarcastic', 'triumphantly']"
3,22,4,Waiter,0.058996238,"['hey', 'hi', 'oh', 'whoa', 'minute', 'wait', 'entering', 'howd', 'sarcastic', 'triumphantly']"
3,22,4,Fight,0.058834702,"['hey', 'hi', 'oh', 'whoa', 'minute', 'wait', 'entering', 'howd', 'sarcastic', 'triumphantly']"
3,22,5,Clothes,0.441506892,"['phone', 'number', 'one', 'next', 'caller', 'call', 'sweater', 'im', 'youre', 'hang']"
3,22,5,Gossip,0.096013479,"['phone', 'number', 'one', 'next', 'caller', 'call', 'sweater', 'im', 'youre', 'hang']"
3,22,5,Roommates,0.043816388,"['phone', 'number', 'one', 'next', 'caller', 'call', 'sweater', 'im', 'youre', 'hang']"
3,22,5,Cleaning,0.041882377,"['phone', 'number', 'one', 'next', 'caller', 'call', 'sweater', 'im', 'youre', 'hang']"
3,22,6,Romance,0.167342931,"['kate', 'lauren', 'gon', 'na', 'get', 'meet', 'listen', 'excuse', 'got', 'girl']"
3,22,6,Child,0.160826221,"['kate', 'lauren', 'gon', 'na', 'get', 'meet', 'listen', 'excuse', 'got', 'girl']"
3,22,6,Friendship,0.109615766,"['kate', 'lauren', 'gon', 'na', 'get', 'meet', 'listen', 'excuse', 'got', 'girl']"
3,22,6,Gossip,0.081244387,"['kate', 'lauren', 'gon', 'na', 'get', 'meet', 'listen', 'excuse', 'got', 'girl']"
3,23,0,Romance,0.204547331,"['look', 'yknow', 'got', 'ross', 'well', 'gon', 'na', 'call', 'know', 'thing']"
3,23,0,Sex,0.10927064,"['look', 'yknow', 'got', 'ross', 'well', 'gon', 'na', 'call', 'know', 'thing']"
3,23,0,Roommates,0.101011641,"['look', 'yknow', 'got', 'ross', 'well', 'gon', 'na', 'call', 'know', 'thing']"
3,23,0,Friendship,0.069638498,"['look', 'yknow', 'got', 'ross', 'well', 'gon', 'na', 'call', 'know', 'thing']"
3,23,1,Romance,0.117882513,"['yeah', 'love', 'wow', 'angered', 'disgusted', 'oh', 'whoa', 'well', 'really', 'one']"
3,23,1,Child,0.074282758,"['yeah', 'love', 'wow', 'angered', 'disgusted', 'oh', 'whoa', 'well', 'really', 'one']"
3,23,1,Fight,0.056111354,"['yeah', 'love', 'wow', 'angered', 'disgusted', 'oh', 'whoa', 'well', 'really', 'one']"
3,23,1,Museum,0.04882611,"['yeah', 'love', 'wow', 'angered', 'disgusted', 'oh', 'whoa', 'well', 'really', 'one']"
3,23,2,Acting,0.147080019,"['hey', 'hi', 'entering', 'going', 'wait', 'running', 'guy', 'whats', 'go', 'hamilton']"
3,23,2,Fight,0.126882687,"['hey', 'hi', 'entering', 'going', 'wait', 'running', 'guy', 'whats', 'go', 'hamilton']"
3,23,2,Roommates,0.073800862,"['hey', 'hi', 'entering', 'going', 'wait', 'running', 'guy', 'whats', 'go', 'hamilton']"
3,23,2,Breakup,0.060118157,"['hey', 'hi', 'entering', 'going', 'wait', 'running', 'guy', 'whats', 'go', 'hamilton']"
3,23,3,Job,0.177382335,"['vince', 'jason', 'really', 'sensitive', 'butt', 'finger', 'yeah', 'yknow', 'hold', 'playing']"
3,23,3,Sex,0.089605317,"['vince', 'jason', 'really', 'sensitive', 'butt', 'finger', 'yeah', 'yknow', 'hold', 'playing']"
3,23,3,Child,0.069369584,"['vince', 'jason', 'really', 'sensitive', 'butt', 'finger', 'yeah', 'yknow', 'hold', 'playing']"
3,23,3,Acting,0.064733259,"['vince', 'jason', 'really', 'sensitive', 'butt', 'finger', 'yeah', 'yknow', 'hold', 'playing']"
3,23,4,Marriage,0.425046861,"['fire', 'wed', 'fireman', 'god', 'oh', 'ever', 'would', 'break', 'well', 'see']"
3,23,4,Fight,0.148937985,"['fire', 'wed', 'fireman', 'god', 'oh', 'ever', 'would', 'break', 'well', 'see']"
3,23,4,Breakup,0.107143544,"['fire', 'wed', 'fireman', 'god', 'oh', 'ever', 'would', 'break', 'well', 'see']"
3,23,4,Friendship,0.047502905,"['fire', 'wed', 'fireman', 'god', 'oh', 'ever', 'would', 'break', 'well', 'see']"
3,24,0,Roommates,0.108300462,"['okay', 'its', 'go', 'im', 'na', 'gon', 'get', 'else', 'guy', 'ta']"
3,24,0,Breakup,0.099690624,"['okay', 'its', 'go', 'im', 'na', 'gon', 'get', 'else', 'guy', 'ta']"
3,24,0,Fight,0.08051306,"['okay', 'its', 'go', 'im', 'na', 'gon', 'get', 'else', 'guy', 'ta']"
3,24,0,Acting,0.048433829,"['okay', 'its', 'go', 'im', 'na', 'gon', 'get', 'else', 'guy', 'ta']"
3,24,1,Fight,0.231121421,"['butt', 'chandler', 'smack', 'go', 'ya', 'slap', 'good', 'rachel', 'bos', 'hand']"
3,24,1,Romance,0.162965149,"['butt', 'chandler', 'smack', 'go', 'ya', 'slap', 'good', 'rachel', 'bos', 'hand']"
3,24,1,Friendship,0.122271009,"['butt', 'chandler', 'smack', 'go', 'ya', 'slap', 'good', 'rachel', 'bos', 'hand']"
3,24,1,Sex,0.076277629,"['butt', 'chandler', 'smack', 'go', 'ya', 'slap', 'good', 'rachel', 'bos', 'hand']"
3,24,2,Child,0.482784986,"['ross', 'bonnie', 'phoebe', 'bald', 'okay', 'look', 'shes', 'like', 'four', 'girl']"
3,24,2,Roommates,0.052626103,"['ross', 'bonnie', 'phoebe', 'bald', 'okay', 'look', 'shes', 'like', 'four', 'girl']"
3,24,2,Gossip,0.034057856,"['ross', 'bonnie', 'phoebe', 'bald', 'okay', 'look', 'shes', 'like', 'four', 'girl']"
3,24,2,Romance,0.032713756,"['ross', 'bonnie', 'phoebe', 'bald', 'okay', 'look', 'shes', 'like', 'four', 'girl']"
3,24,3,Fight,0.769665241,"['ultimate', 'im', 'fighting', 'fighter', 'theyre', 'hoshi', 'fight', 'let', 'window', 'dont']"
3,24,3,Roommates,0.041411974,"['ultimate', 'im', 'fighting', 'fighter', 'theyre', 'hoshi', 'fight', 'let', 'window', 'dont']"
3,24,3,Acting,0.039770678,"['ultimate', 'im', 'fighting', 'fighter', 'theyre', 'hoshi', 'fight', 'let', 'window', 'dont']"
3,24,3,Breakup,0.016522711,"['ultimate', 'im', 'fighting', 'fighter', 'theyre', 'hoshi', 'fight', 'let', 'window', 'dont']"
3,24,4,Death,0.263865799,"['oh', 'didnt', 'thats', 'ah', 'killed', 'dude', 'already', 'disappointed', 'whatd', 'must']"
3,24,4,Breakup,0.085416138,"['oh', 'didnt', 'thats', 'ah', 'killed', 'dude', 'already', 'disappointed', 'whatd', 'must']"
3,24,4,Fight,0.08079844,"['oh', 'didnt', 'thats', 'ah', 'killed', 'dude', 'already', 'disappointed', 'whatd', 'must']"
3,24,4,Gossip,0.03576912,"['oh', 'didnt', 'thats', 'ah', 'killed', 'dude', 'already', 'disappointed', 'whatd', 'must']"
3,24,5,Clothes,0.089188598,"['yes', 'yeah', 'getting', 'hmm', 'yeyeyeah', 'costume', 'quietly', 'nooo', 'thanks', 'without']"
3,24,5,Acting,0.082618318,"['yes', 'yeah', 'getting', 'hmm', 'yeyeyeah', 'costume', 'quietly', 'nooo', 'thanks', 'without']"
3,24,5,Child,0.081304729,"['yes', 'yeah', 'getting', 'hmm', 'yeyeyeah', 'costume', 'quietly', 'nooo', 'thanks', 'without']"
3,24,5,Gossip,0.072957143,"['yes', 'yeah', 'getting', 'hmm', 'yeyeyeah', 'costume', 'quietly', 'nooo', 'thanks', 'without']"
3,24,6,New York,0.657617033,"['pete', 'becker', 'gentleman', 'bruiser', 'nod', 'table', 'york', 'ready', 'ring', 'new']"
3,24,6,Waiter,0.045264505,"['pete', 'becker', 'gentleman', 'bruiser', 'nod', 'table', 'york', 'ready', 'ring', 'new']"
3,24,6,Fight,0.04255617,"['pete', 'becker', 'gentleman', 'bruiser', 'nod', 'table', 'york', 'ready', 'ring', 'new']"
3,24,6,Romance,0.028832002,"['pete', 'becker', 'gentleman', 'bruiser', 'nod', 'table', 'york', 'ready', 'ring', 'new']"
3,25,0,Child,0.213096455,"['know', 'na', 'im', 'dont', 'okay', 'father', 'gon', 'youre', 'umm', 'well']"
3,25,0,Fight,0.054642629,"['know', 'na', 'im', 'dont', 'okay', 'father', 'gon', 'youre', 'umm', 'well']"
3,25,0,Friendship,0.051970541,"['know', 'na', 'im', 'dont', 'okay', 'father', 'gon', 'youre', 'umm', 'well']"
3,25,0,Breakup,0.047367617,"['know', 'na', 'im', 'dont', 'okay', 'father', 'gon', 'youre', 'umm', 'well']"
3,25,1,Child,0.074373163,"['oh', 'ahh', 'ohh', 'thank', 'ow', 'noo', 'well', 'heh', 'nonono', 'ahhhh']"
3,25,1,Friendship,0.065621391,"['oh', 'ahh', 'ohh', 'thank', 'ow', 'noo', 'well', 'heh', 'nonono', 'ahhhh']"
3,25,1,Museum,0.059881024,"['oh', 'ahh', 'ohh', 'thank', 'ow', 'noo', 'well', 'heh', 'nonono', 'ahhhh']"
3,25,1,Sofa,0.053643525,"['oh', 'ahh', 'ohh', 'thank', 'ow', 'noo', 'well', 'heh', 'nonono', 'ahhhh']"
3,25,2,Fight,0.168196201,"['hey', 'knock', 'everybody', 'hi', 'oh', 'good', 'track', 'whoa', 'bos', 'approaching']"
3,25,2,Friendship,0.15284358,"['hey', 'knock', 'everybody', 'hi', 'oh', 'good', 'track', 'whoa', 'bos', 'approaching']"
3,25,2,Child,0.052247591,"['hey', 'knock', 'everybody', 'hi', 'oh', 'good', 'track', 'whoa', 'bos', 'approaching']"
3,25,2,Roommates,0.049989197,"['hey', 'knock', 'everybody', 'hi', 'oh', 'good', 'track', 'whoa', 'bos', 'approaching']"
3,25,3,Romance,0.100919284,"['yeah', 'fan', 'huh', 'lucky', 'guy', 'yes', 'well', '', '', '']"
3,25,3,Friendship,0.078523576,"['yeah', 'fan', 'huh', 'lucky', 'guy', 'yes', 'well', '', '', '']"
3,25,3,Child,0.06482321,"['yeah', 'fan', 'huh', 'lucky', 'guy', 'yes', 'well', '', '', '']"
3,25,3,Museum,0.063958965,"['yeah', 'fan', 'huh', 'lucky', 'guy', 'yes', 'well', '', '', '']"
3,25,4,Gossip,0.112369366,"['hat', 'head', 'hair', 'shave', 'shaving', 'tell', 'idea', 'gave', 'yknow', 'one']"
3,25,4,Child,0.099981651,"['hat', 'head', 'hair', 'shave', 'shaving', 'tell', 'idea', 'gave', 'yknow', 'one']"
3,25,4,Cleaning,0.054115999,"['hat', 'head', 'hair', 'shave', 'shaving', 'tell', 'idea', 'gave', 'yknow', 'one']"
3,25,4,Acting,0.053047597,"['hat', 'head', 'hair', 'shave', 'shaving', 'tell', 'idea', 'gave', 'yknow', 'one']"
3,25,5,TV,0.269196719,"['rachel', 'monica', 'bonnie', 'get', 'go', 'cool', 'look', 'andand', 'moving', 'tonight']"
3,25,5,Romance,0.121446893,"['rachel', 'monica', 'bonnie', 'get', 'go', 'cool', 'look', 'andand', 'moving', 'tonight']"
3,25,5,Roommates,0.066872716,"['rachel', 'monica', 'bonnie', 'get', 'go', 'cool', 'look', 'andand', 'moving', 'tonight']"
3,25,5,Sex,0.049881194,"['rachel', 'monica', 'bonnie', 'get', 'go', 'cool', 'look', 'andand', 'moving', 'tonight']"
3,25,6,Child,0.205871388,"['ya', 'come', 'go', 'away', 'bored', 'touch', 'going', 'okay', 'gently', 'completely']"
3,25,6,Breakup,0.067453645,"['ya', 'come', 'go', 'away', 'bored', 'touch', 'going', 'okay', 'gently', 'completely']"
3,25,6,Sofa,0.065257624,"['ya', 'come', 'go', 'away', 'bored', 'touch', 'going', 'okay', 'gently', 'completely']"
3,25,6,Acting,0.046885513,"['ya', 'come', 'go', 'away', 'bored', 'touch', 'going', 'okay', 'gently', 'completely']"
3,25,7,Gossip,0.187977746,"['really', 'right', 'crazy', 'lie', 'definitely', 'bad', 'nooo', 'funny', 'people', 'sarcastic']"
3,25,7,Fight,0.088783845,"['really', 'right', 'crazy', 'lie', 'definitely', 'bad', 'nooo', 'funny', 'people', 'sarcastic']"
3,25,7,Child,0.051577613,"['really', 'right', 'crazy', 'lie', 'definitely', 'bad', 'nooo', 'funny', 'people', 'sarcastic']"
3,25,7,Sofa,0.049507231,"['really', 'right', 'crazy', 'lie', 'definitely', 'bad', 'nooo', 'funny', 'people', 'sarcastic']"
3,25,8,Friendship,0.582902789,"['phoebe', 'lily', 'picture', 'chandler', 'friend', 'best', 'thats', 'look', 'phone', 'must']"
3,25,8,Child,0.070158191,"['phoebe', 'lily', 'picture', 'chandler', 'friend', 'best', 'thats', 'look', 'phone', 'must']"
3,25,8,Romance,0.065917969,"['phoebe', 'lily', 'picture', 'chandler', 'friend', 'best', 'thats', 'look', 'phone', 'must']"
3,25,8,Roommates,0.026122306,"['phoebe', 'lily', 'picture', 'chandler', 'friend', 'best', 'thats', 'look', 'phone', 'must']"
3,25,9,Birth,0.08092235,"['strip', 'poker', 'card', 'game', 'playing', 'day', 'collect', 'play', 'point', 'reading']"
3,25,9,Child,0.073213927,"['strip', 'poker', 'card', 'game', 'playing', 'day', 'collect', 'play', 'point', 'reading']"
3,25,9,Money,0.062310275,"['strip', 'poker', 'card', 'game', 'playing', 'day', 'collect', 'play', 'point', 'reading']"
3,25,9,Breakup,0.05071573,"['strip', 'poker', 'card', 'game', 'playing', 'day', 'collect', 'play', 'point', 'reading']"
4,1,0,Roommates,0.110442936,"['go', 'well', 'im', 'na', 'know', 'back', 'youre', 'monica', 'like', 'joey']"
4,1,0,Romance,0.092692286,"['go', 'well', 'im', 'na', 'know', 'back', 'youre', 'monica', 'like', 'joey']"
4,1,0,Friendship,0.089653537,"['go', 'well', 'im', 'na', 'know', 'back', 'youre', 'monica', 'like', 'joey']"
4,1,0,Gossip,0.087787032,"['go', 'well', 'im', 'na', 'know', 'back', 'youre', 'monica', 'like', 'joey']"
4,1,1,Child,0.069463439,"['oh', 'sure', 'okay', 'really', 'umm', 'knew', 'come', 'god', 'done', 'wait']"
4,1,1,Breakup,0.065462485,"['oh', 'sure', 'okay', 'really', 'umm', 'knew', 'come', 'god', 'done', 'wait']"
4,1,1,Museum,0.05336098,"['oh', 'sure', 'okay', 'really', 'umm', 'knew', 'come', 'god', 'done', 'wait']"
4,1,1,Sofa,0.052800719,"['oh', 'sure', 'okay', 'really', 'umm', 'knew', 'come', 'god', 'done', 'wait']"
4,2,0,Child,0.258449912,"['cat', 'get', 'oh', 'chip', 'okay', 'go', 'mom', 'guy', 'na', 'im']"
4,2,0,Food,0.162527889,"['cat', 'get', 'oh', 'chip', 'okay', 'go', 'mom', 'guy', 'na', 'im']"
4,2,0,Acting,0.080423944,"['cat', 'get', 'oh', 'chip', 'okay', 'go', 'mom', 'guy', 'na', 'im']"
4,2,0,Cleaning,0.05636711,"['cat', 'get', 'oh', 'chip', 'okay', 'go', 'mom', 'guy', 'na', 'im']"
4,2,1,Friendship,0.086574197,"['oh', 'right', 'yeah', 'know', 'dont', 'good', 'want', 'hey', 'thats', 'nice']"
4,2,1,Child,0.073146977,"['oh', 'right', 'yeah', 'know', 'dont', 'good', 'want', 'hey', 'thats', 'nice']"
4,2,1,Museum,0.056559477,"['oh', 'right', 'yeah', 'know', 'dont', 'good', 'want', 'hey', 'thats', 'nice']"
4,2,1,Sofa,0.05598541,"['oh', 'right', 'yeah', 'know', 'dont', 'good', 'want', 'hey', 'thats', 'nice']"
4,3,0,Job,0.330640405,"['monica', 'chandler', 'know', 'rachel', 'got', 'shes', 'go', 'office', 'hired', 'yknow']"
4,3,0,Child,0.167699605,"['monica', 'chandler', 'know', 'rachel', 'got', 'shes', 'go', 'office', 'hired', 'yknow']"
4,3,0,Gossip,0.08381445,"['monica', 'chandler', 'know', 'rachel', 'got', 'shes', 'go', 'office', 'hired', 'yknow']"
4,3,0,Roommates,0.042137746,"['monica', 'chandler', 'know', 'rachel', 'got', 'shes', 'go', 'office', 'hired', 'yknow']"
4,3,1,Gossip,0.166697696,"['really', 'im', 'youre', 'na', 'talk', 'listens', 'feel', 'couple', 'two', 'promised']"
